Volume conc (microl/l) 1,Volume conc (microl/l) 2,Volume conc (microl/l) 3,Volume conc (microl/l) 4,Volume conc (microl/l) 5,Volume conc (microl/l) 6,Volume conc (microl/l) 7,Volume conc (microl/l) 8,Volume conc (microl/l) 9,Volume conc (microl/l) 10,Volume conc (microl/l) 11,Volume conc (microl/l) 12,Volume conc (microl/l) 13,Volume conc (microl/l) 14,Volume conc (microl/l) 15,Volume conc (microl/l) 16,Volume conc (microl/l) 17,Volume conc (microl/l) 18,Volume conc (microl/l) 19,Volume conc (microl/l) 20,Volume conc (microl/l) 21,Volume conc (microl/l) 22,Volume conc (microl/l) 23,Volume conc (microl/l) 24,Volume conc (microl/l) 25,Volume conc (microl/l) 26,Volume conc (microl/l) 27,Volume conc (microl/l) 28,Volume conc (microl/l) 29,Volume conc (microl/l) 30,Volume conc (microl/l) 31,Volume conc (microl/l) 32,Volume conc (microl/l) 33,Volume conc (microl/l) 34,Volume conc (microl/l) 35,Volume conc (microl/l) 36,TVC_recal,Laser transmission Sensor [mW],Supply voltage in calibrated units [V],External Auxiliary input 1 in calibrated units [mW],Laser Reference sensor in calibrated units [mW],Depth in calibrated units [m],Temperature in calibrated units [C],year,Month,day,hour,minute,second,DATE,TIME,DATE  & Time (format gps),External Auxiliary input 2 in calibrated units [mW],Sauter Mean Diameter [?],Total Volume Concentration [ppm],Relative Humidity [%],Accelerometer X [counts],Accelerometer Y [counts],Accelerometer Z [counts],Raw pressure (most sign bit),Raw pressure (least sign 16 bits),Ambient light (counts),Not used,Computed optical transmission over path,Beam-attenuation (c) [m-1].,Current Time,Latitude_ship,Longitude_ship,Speed over Ground,GPSfix,Row Labels,Average of Salinity,Average of Temperature_C,Average of Turbidity_NTU,Average of Depth_m,Average of Chlorohyll_ug_L,Time,VPR lat,VPR long,VPR depth,majoraxis,minoraxis,angle,devz,linename,datetime,waterniveau LAT,waterniveau LAT smooth,Sonarscope LAT correction,Lisst_depth_m_LAT,inverted Depth in calibrated units [m],D10,D50,D75-D25,D75/D25,D90,D90-D10,D90/D10,Krumbein(Qd),PSD_slope,"TVC_(0.0, 3.0]","TVC_(20.0, 200.0]","TVC_(200.0, 420.0]","TVC_(3.0, 20.0]",Trask(So),kurtosis_geom_um,mean_geom_um,mode_1,mode_2,mode_3,skewness_geom_um,sorting_geom_um
0,0,0,0.00163949,0.0110678,0.0319192,0.0370575,0.0520456,0.105285,0.194083,0.216899,0.203036,0.19708,0.215648,0.244959,0.299115,0.338059,0.400635,0.41947,0.468946,0.520342,0.635661,0.862317,1.239,1.57371,1.94523,2.35724,2.84206,3.45097,4.2563,5.14822,5.77533,5.3352,3.55524,1.49884,0.45725,44.88985459,1.02424,10.79,0.0768,1.07359,16.49,15.802,2020,10,5,8,6,41,10/5/2020,8:06:41 AM,10/05/2020 8:06:41,6.5535,153.551,44.8899,56,2521,2693,3264,0,25695,4,0,0.921227,3.28194,8:06:41 AM,51.28921185,2.629006,,RTK,08:06:41,34598.32,15.82508,5.8,16.232,2.3,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:41,0.41999999999999416,0.5298106411587472,0.78990583,-15.960189358841252,-16.49,42.72693807981244,160.7571439011579,135.90445615788408,2.4830691701703067,286.7820954245232,244.05515734471078,6.711973951627991,1.312124450830797,3.119240287849083,0.044626490000000005,26.120101000000002,16.62186,2.1032671,0.6346080709033087,5.878847349422726,138.78088470332983,230.0,7.11,,-1.6030710459651927,2.350491080119682
0,0,0,0.00103863,0.00740956,0.0230603,0.0291186,0.0456667,0.099302,0.19749,0.235453,0.230235,0.229346,0.253976,0.283526,0.337567,0.368975,0.429027,0.446039,0.506883,0.570566,0.718147,1.01909,1.58649,2.2358,3.10662,4.17566,5.34928,6.48822,7.41025,7.86336,7.56316,6.31772,4.31736,2.18823,0.830248,65.46431379,1.0044,10.81,0.0768,1.07288,16.64,15.802,2020,10,5,8,6,42,10/5/2020,8:06:42 AM,10/05/2020 8:06:42,6.5535,143.521,65.4643,56,2524,2697,3292,0,25719,4,0,0.903977,4.03807,8:06:42 AM,51.28920178,2.62899933,,RTK,08:06:42,34600.36,15.82424,5.744,16.3,2.35,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:42,0.016999999999997684,0.5296529834039755,0.78996269,-16.110347016596027,-16.64,54.74983713754666,152.1657074901047,118.89880376230792,2.21475100085226,281.6845789474733,226.93474180992666,5.144939120819741,1.1471445091511523,2.99108313624118,0.03150849,41.905432,21.216718,2.3106553,0.6719509104139745,6.757274373714309,142.46281247902397,195.0,7.11,,-1.6530008304166939,2.1513746252026382
0,0,0,0.00181808,0.0109407,0.0303414,0.0363958,0.0532632,0.108219,0.203105,0.238017,0.23411,0.233277,0.256059,0.286463,0.348442,0.400035,0.490757,0.544969,0.640291,0.746826,0.936781,1.27738,1.80863,2.24454,2.68047,3.11526,3.60183,4.23055,5.06947,6.02937,6.75251,6.4256,4.62105,2.23856,0.784167,56.679497180000006,1.00734,10.81,0.0768,1.07148,16.82,15.802,2020,10,5,8,6,43,10/5/2020,8:06:43 AM,10/05/2020 8:06:43,6.5535,152.263,56.6795,56,2552,2702,3320,0,25748,4,0,0.907812,3.8687,8:06:43 AM,51.28919087,2.62898583,,RTK,08:06:43,34600.76,15.82404,4.416,16.336,1.966,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:43,0.5169999999999977,0.5294287778911412,0.7899720100000001,-16.29057122210886,-16.82,42.88622994800807,157.22894831773752,142.55005310322952,2.6406645026224935,293.74223398682307,250.856004038815,6.8493368230999385,1.4009010182225596,3.056455273343156,0.04310018,33.417124,20.821887,2.397386,0.6153800124907152,5.445902993707409,138.11817980897712,230.0,7.11,,-1.4521930173868987,2.329570566114083
0,0,0,0.00265534,0.014538,0.0357351,0.0383364,0.0499244,0.0948775,0.167389,0.189009,0.18525,0.185411,0.204768,0.231685,0.278835,0.315536,0.378919,0.413578,0.478132,0.550011,0.678384,0.905229,1.23915,1.47919,1.67789,1.82752,1.94224,2.04483,2.14041,2.2015,2.22428,2.1017,1.73764,1.07956,0.458144,27.55225674,1.03747,10.8,0.0768,1.07218,16.67,15.802,2020,10,5,8,6,44,10/5/2020,8:06:44 AM,10/05/2020 8:06:44,6.5535,115.447,27.5523,56,2549,2691,3275,0,25724,4,0,0.934347,2.71629,8:06:44 AM,51.28918057,2.62897183,,RTK,08:06:44,34599.6,15.82492,4.232,16.536,2.09,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:44,0.8969999999999931,0.529199144388983,0.7899242099999999,-16.14080085561102,-16.67,26.374868773374008,121.02143830001279,142.66183113245174,3.266674868555215,287.36052938715636,260.98566061378233,10.89524015669238,1.7078228707951837,3.2502409700838184,0.05292844,17.956983,7.601324,1.9410213,0.5532826405868189,4.088562923040339,109.49673682937562,230.0,7.11,,-1.0850108941043608,2.620204258639239
0,0,0,0.00193464,0.0118162,0.0319716,0.0364028,0.0499129,0.0973037,0.173176,0.190073,0.177769,0.172165,0.187564,0.214504,0.266136,0.310226,0.378639,0.41082,0.459756,0.51102,0.591933,0.735188,0.965991,1.17334,1.46689,1.89099,2.47941,3.20404,3.90789,4.27946,4.14082,3.44841,2.42335,1.26955,0.458753,36.11720484000001,1.03306,10.82,0.0768,1.07429,16.55,15.804,2020,10,5,8,6,45,10/5/2020,8:06:45 AM,10/05/2020 8:06:45,6.5535,140.67,36.1172,56,2507,2683,3245,0,25705,4,0,0.928549,2.96528,8:06:45 AM,51.28917178,2.6289645,,RTK,08:06:45,34599.68,15.82428,4.216,16.584,2.15,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:45,0.4469999999999974,0.5290136731887102,0.78980153,-16.02098632681129,-16.55,36.38401439072613,151.4490157689045,128.8220760497976,2.456617369274968,283.61901778904956,247.23500339832344,7.795154617719721,1.2966731680634518,3.15773143914502,0.04572244,22.455367000000003,11.740883,1.8752324,0.6380155165795697,5.536903939597595,131.6844906147321,195.0,7.11,,-1.5297789989339863,2.4080760773453216
0,0,0,0.0017692,0.0110483,0.030067,0.0341298,0.0474782,0.0952335,0.175426,0.198601,0.191331,0.188416,0.206864,0.234398,0.286197,0.328551,0.398875,0.434249,0.491882,0.553467,0.65341,0.832156,1.12861,1.40796,1.78249,2.26442,2.82125,3.35845,3.75121,3.84144,3.60655,3.02404,2.17687,1.20462,0.480135,36.241594,1.02938,10.81,0.0768,1.07359,16.82,15.804,2020,10,5,8,6,46,10/5/2020,8:06:46 AM,10/05/2020 8:06:46,6.5535,127.193,36.2416,56,2506,2689,3280,0,25748,4,0,0.925853,3.08158,8:06:46 AM,51.28916128,2.628958,,RTK,08:06:46,34596.76,15.825,4.76,16.38,2.358,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:46,0.31399999999999206,0.5288316022918343,0.78958942,-16.291168397708166,-16.82,34.21427357792884,139.75678129345079,128.01595055003622,2.5963696894232404,278.14848989854573,243.93421632061688,8.129603841069871,1.376495819055377,3.163812171394236,0.0428845,23.719869,10.492215,1.9866255,0.6206070928484307,5.132027954705183,123.9857989328639,195.0,7.11,,-1.3926738136103893,2.419515812673344
0,0,0,0.00284782,0.0160397,0.040399,0.0435218,0.0554386,0.102897,0.175741,0.190473,0.179525,0.17716,0.196811,0.22609,0.275426,0.310008,0.366366,0.388128,0.442662,0.501469,0.631839,0.88393,1.27562,1.57695,1.80759,1.93581,2.00908,2.11988,2.43288,3.09869,4.37543,6.22006,7.36676,5.79916,3.0389,48.26358191999999,1.02571,10.81,0.0768,1.07148,17.13,15.805,2020,10,5,8,6,47,10/5/2020,8:06:47 AM,10/05/2020 8:06:47,6.5535,175.044,48.2636,56,2540,2698,3311,0,25796,4,0,0.924366,3.14588,8:06:47 AM,51.2891481,2.62894833,,RTK,08:06:47,34598.16,15.82544,4.712,16.436,2.404,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:47,0.6139999999999963,0.5286275228548543,0.7892810699999999,-16.601372477145144,-17.13,48.292368174239975,215.6549326357322,197.3823289695204,2.9127473841499727,365.720251525951,317.42788335171105,7.573044465461374,1.5423805852964974,3.025465295502004,0.059286519999999995,19.470894,26.80031,1.9330914000000001,0.5859338515888824,5.6212335705957335,172.18866886921018,324.0,7.11,,-1.5796699671465568,2.48636505619892
0,0,0,0.0016915,0.0101838,0.0285297,0.0348426,0.0522321,0.107307,0.203528,0.240229,0.237896,0.240328,0.271783,0.315614,0.391049,0.444339,0.518254,0.530453,0.566481,0.599411,0.683927,0.860009,1.19493,1.56313,2.09042,2.80972,3.73169,4.87954,6.2318,7.75432,9.12966,9.34547,7.35909,3.9238,1.51299,67.8646477,1.00955,10.81,0.0768,1.07148,17.2,15.805,2020,10,5,8,6,48,10/5/2020,8:06:48 AM,10/05/2020 8:06:48,6.5535,178.058,67.8647,56,2551,2694,3304,0,25807,4,0,0.909799,3.78127,8:06:48 AM,51.28913753,2.628938,,RTK,08:06:48,34597.84,15.826,3.312,16.76,1.756,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:48,0.803999999999994,0.5284420492540753,0.7888644600000001,-16.671557950745925,-17.2,55.21131042681021,184.13439967602264,137.81729851043778,2.197560073260348,313.98081054600743,258.76950011919723,5.6868929231851855,1.1359026039171205,2.98056132950844,0.040405,34.014085,31.27101,2.5391477,0.6745740369715402,6.828258678908958,162.26091788253927,273.0,7.11,,-1.8028752037498144,2.24728466164327
0,0,0,0.00215707,0.0128809,0.033934,0.0377898,0.0509652,0.0991773,0.17713,0.196141,0.186204,0.182833,0.201331,0.229657,0.280761,0.320549,0.385918,0.416712,0.475048,0.53808,0.654096,0.866283,1.19544,1.4637,1.74834,2.05496,2.40526,2.79508,3.19895,3.54133,3.8831,4.02016,3.52486,2.1332,0.884375,38.19640227,1.03232,10.82,0.0768,1.07359,17.0,15.805,2020,10,5,8,6,49,10/5/2020,8:06:49 AM,10/05/2020 8:06:49,6.5535,148.303,38.1964,57,2542,2693,3274,0,25775,4,0,0.928497,2.96754,8:06:49 AM,51.28912897,2.62892833,,RTK,08:06:49,34602.96,15.82308,3.328,16.984,1.854,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:49,0.6839999999999966,0.5283089814489844,0.78833754,-16.471691018551017,-17.0,37.11405937180567,155.84684123371966,156.60193729273652,2.8742633345167774,311.61593300351024,274.50187363170454,8.396169491506353,1.5231922448145743,3.1169513783681784,0.048971970000000004,21.739197,14.445695,1.9625382999999998,0.5898433976820922,5.035386439455101,136.05524575305424,273.0,7.11,,-1.3828392103060683,2.485662940694252
0,0,0,0.00224376,0.012728,0.03237,0.0358683,0.048837,0.0948945,0.170196,0.19355,0.186905,0.185276,0.202278,0.225244,0.266248,0.294978,0.347053,0.369986,0.423084,0.480534,0.592306,0.79779,1.10385,1.3222,1.51733,1.72121,1.98124,2.35697,2.96432,3.97277,5.45855,6.73759,6.37901,3.79858,1.49952,45.775509559999996,1.02351,10.8,0.0768,1.07359,16.91,15.805,2020,10,5,8,6,50,10/5/2020,8:06:50 AM,10/05/2020 8:06:50,6.5535,182.428,45.7755,56,2514,2686,3245,0,25761,4,0,0.920566,3.31064,8:06:50 AM,51.28911948,2.62891783,,RTK,08:06:50,34602.6,15.82296,1.992,16.904,1.888,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:50,0.3669999999999978,0.528204811315127,0.78770375,-16.381795188684872,-16.91,47.87389083552165,200.89920545176952,166.64880002852192,2.542100283809852,334.9418394365467,287.067948601025,6.996336282490439,1.3460209446235107,3.0363949416894718,0.047341760000000004,19.950643,23.87325,1.9042748,0.6271965495161883,6.039868138390143,164.8275569317087,273.0,7.11,,-1.6841979767895952,2.4118861904708497
0,0,0,0.00251654,0.0137348,0.0336043,0.0363483,0.0489054,0.0945043,0.168545,0.189494,0.181978,0.178196,0.192624,0.215035,0.256494,0.287844,0.341857,0.369323,0.427858,0.492869,0.613285,0.83345,1.16666,1.41601,1.62297,1.78796,1.96527,2.23103,2.63753,3.14331,3.4925,3.25579,2.31922,1.17186,0.432973,31.621548640000004,1.03012,10.82,0.0768,1.07148,17.16,15.805,2020,10,5,8,6,51,10/5/2020,8:06:51 AM,10/05/2020 8:06:51,6.5535,128.559,31.6215,56,2507,2683,3285,0,25800,4,0,0.928339,2.97432,8:06:51 AM,51.28910818,2.62890767,,RTK,08:06:51,34598.28,15.82584,4.104,16.732,2.24,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:51,0.4769999999999972,0.5280896414263274,0.78696722,-16.631910358573673,-17.16,32.91637255411827,145.7161882002998,147.465507514534,2.9719771859162205,288.80077579733455,255.8844032432163,8.773772848831175,1.5714230412157217,3.1914192873455063,0.04985563999999999,19.049382,10.672343,1.849968,0.5800658048480583,4.813646768692468,124.81737941169258,230.0,7.11,,-1.340133947442941,2.5190054026974944
0,0,0,0.00206027,0.012724,0.0344438,0.0388844,0.053045,0.104413,0.188617,0.211368,0.20289,0.20275,0.229112,0.270654,0.341032,0.394679,0.466319,0.479059,0.507756,0.534071,0.603663,0.750571,1.03329,1.35262,1.82618,2.44385,3.09823,3.63918,3.99962,4.15835,4.18534,3.93336,3.13656,1.74574,0.656489,40.836920469999995,1.02718,10.81,0.0768,1.07359,17.47,15.806,2020,10,5,8,6,52,10/5/2020,8:06:52 AM,10/05/2020 8:06:52,6.5535,140.6,40.8369,56,2552,2695,3341,0,25849,4,0,0.923871,3.16733,8:06:52 AM,51.28909623,2.6288975,,RTK,08:06:52,34597.12,15.827,4.664,16.776,2.334,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:52,0.7169999999999921,0.5279724654294703,0.78613194,-16.942027534570528,-17.47,35.10029816016899,148.2693666508135,135.99263612578295,2.5556769908522887,295.57638579029856,260.47608763012954,8.42090811996896,1.3537055071991615,3.141438578927429,0.04922807,24.892758999999998,13.657489,2.2374444,0.62552838036907,5.267036959510172,131.70351755436423,230.0,7.11,,-1.4532190506118496,2.4403391023136307
0,0,0,0.00173967,0.0112913,0.031602,0.0362253,0.0505541,0.101751,0.187283,0.211247,0.200277,0.196647,0.216427,0.246777,0.304348,0.350849,0.428129,0.465721,0.536034,0.612797,0.763076,1.04494,1.48421,1.82484,2.1613,2.53092,2.98227,3.51321,4.02836,4.29163,4.1245,3.37134,2.18541,1.00038,0.344818,39.84090337,1.02718,10.81,0.0768,1.07359,17.26,15.806,2020,10,5,8,6,53,10/5/2020,8:06:53 AM,10/05/2020 8:06:53,6.5535,122.012,39.8409,56,2550,2694,3266,0,25816,4,0,0.923871,3.16733,8:06:53 AM,51.28908578,2.62888933,,RTK,08:06:53,34599.4,15.82536,3.544,17.12,1.854,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:53,0.5469999999999975,0.527878978586647,0.78521099,-16.732121021413356,-17.26,35.2183488858629,136.3314295765871,127.59558743518845,2.680966482133039,266.7782047422707,231.5598558564078,7.57497762336493,1.4227531826316562,3.1763126158551604,0.04463297,26.667437,11.026448,2.1023854,0.6107371073607734,5.11402855272359,120.90148255274029,195.0,7.11,,-1.3710061199625476,2.382519846026317
0,0,0,0.0,0.00631823,0.0201472,0.0261301,0.04275,0.095168,0.192842,0.231965,0.22173,0.21579,0.233581,0.261132,0.324839,0.383488,0.480112,0.528672,0.598806,0.672376,0.801177,1.04325,1.46925,1.88802,2.43427,3.09334,3.8194,4.62427,5.57968,6.78552,8.05618,8.50509,6.96485,3.69192,1.10692,64.39898353,1.01102,10.81,0.0768,1.07429,17.07,15.805,2020,10,5,8,6,54,10/5/2020,8:06:54 AM,10/05/2020 8:06:54,6.5535,167.515,64.399,56,2479,2685,3220,0,25786,4,0,0.908736,3.82801,8:06:54 AM,51.28907613,2.62888333,,RTK,08:06:54,34600.6,15.82432,2.44,17.24,1.726,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:54,0.05699999999999328,0.5277726896268222,0.78421384,-16.54222731037318,-17.07,52.24832457633466,177.25895394339975,145.47281602423487,2.3896220105840245,311.18527154525947,258.9369469689248,5.955889955679223,1.2567824313511367,2.952729869445802,0.02646543,33.818143,28.324959999999997,2.2294151,0.6468973842638709,6.20529805169777,156.4297905755314,273.0,7.11,,-1.634725009059966,2.243649147324078
0,0,0,0.00128104,0.00879061,0.0259843,0.031363,0.0473222,0.100821,0.196423,0.230789,0.220713,0.213852,0.229009,0.252243,0.303948,0.347253,0.42498,0.467896,0.54672,0.634553,0.782638,1.04065,1.42544,1.7076,1.99952,2.33126,2.75101,3.32984,4.08833,5.00651,5.77785,5.75713,4.48977,2.46638,0.944155,48.182024150000004,1.01616,10.81,0.0768,1.07359,17.44,15.804,2020,10,5,8,6,55,10/5/2020,8:06:55 AM,10/05/2020 8:06:55,6.5535,144.289,48.182,56,2483,2683,3275,0,25844,4,0,0.913958,3.59883,8:06:55 AM,51.28906447,2.62887367,,RTK,08:06:55,34606.0,15.82164,5.192,16.916,2.154,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:55,0.2469999999999981,0.5275953398115222,0.7831545400000001,-16.91240466018848,-17.44,41.65235904307534,166.94262298905048,150.9467494819612,2.670511878711729,307.060587429017,265.40822838594164,7.37198551254843,1.4171163015003674,3.056432211501006,0.03605595,26.536946999999998,19.435285,2.1737362,0.6119314059972597,5.396233905505336,143.04634355472805,230.0,7.11,,-1.4834773587206362,2.3936374757993932
0,0,0,0.00150435,0.00973711,0.0278853,0.0333793,0.0494267,0.103185,0.198143,0.232706,0.226382,0.22397,0.245784,0.275908,0.337043,0.388547,0.479241,0.532451,0.622903,0.723367,0.889758,1.18027,1.61675,1.94774,2.30208,2.72753,3.29835,4.08039,5.06673,6.16153,7.14204,7.33799,5.97547,3.29689,1.17044,58.90552076,1.01249,10.79,0.0768,1.07429,17.75,15.803,2020,10,5,8,6,56,10/5/2020,8:06:56 AM,10/05/2020 8:06:56,6.5535,155.653,58.9055,56,2556,2706,3339,0,25892,4,0,0.910057,3.76991,8:06:56 AM,51.28905202,2.62886067,,RTK,08:06:56,34605.92,15.82192,4.232,17.0,2.274,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:56,0.726999999999995,0.5273711058754865,0.7820452400000001,-17.222628894124515,-17.75,45.73837486501857,172.4628952524383,150.01661199308728,2.5467001730642824,311.0490005727763,265.31062570775777,6.800613303177754,1.348629118899428,3.0083565721347854,0.03912676,31.629089999999998,24.922829999999998,2.3144739999999997,0.6266298674572873,5.687898332170294,149.70426271850297,273.0,7.11,,-1.535274736918888,2.3272407964949213
0,0,0,0.00213783,0.0124312,0.0328958,0.0379276,0.0537176,0.106848,0.196072,0.226141,0.219397,0.217721,0.239616,0.272625,0.339509,0.400947,0.50382,0.57118,0.676095,0.794935,0.996152,1.35028,1.88465,2.28608,2.62764,2.89937,3.19135,3.63617,4.3153,5.05782,5.45112,5.00046,3.60777,1.86418,0.675681,49.74803903000001,1.0191,10.81,0.0768,1.07288,17.5,15.803,2020,10,5,8,6,57,10/5/2020,8:06:57 AM,10/05/2020 8:06:57,6.5535,135.216,49.748,56,2546,2702,3273,0,25853,4,0,0.917202,3.45708,8:06:57 AM,51.28904257,2.6288505,,RTK,08:06:57,34606.0,15.82152,8.2,17.4,2.804,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:57,0.7469999999999981,0.5271724497867768,0.7808983700000001,-16.972827550213225,-17.5,37.64036118253487,145.97861294999817,144.22306213714333,2.8737016023034148,288.63110918653746,250.9907480040026,7.668128044437106,1.5229102638734888,3.0998880431342357,0.04746483,30.790841999999998,16.599211,2.3105212,0.589901044211378,4.900011226529059,128.63707392143792,230.0,7.11,,-1.3026890283345822,2.390156719505895
0,0,0,0.00153035,0.0098242,0.029363,0.0377033,0.0595751,0.126449,0.246389,0.292636,0.285752,0.28379,0.314427,0.356815,0.445985,0.523426,0.654471,0.732811,0.869999,1.02393,1.31397,1.8569,2.76123,3.61079,4.59689,5.73186,6.96067,8.09773,8.93144,9.11762,8.63162,7.15689,4.83101,2.37105,0.924243,83.18878895000002,0.992647,10.77,0.0768,1.07218,17.25,15.803,2020,10,5,8,6,58,10/5/2020,8:06:58 AM,10/05/2020 8:06:58,6.5535,140.974,83.1888,56,2521,2697,3247,0,25815,4,0,0.893982,4.48277,8:06:58 AM,51.28903333,2.62884417,,RTK,08:06:58,34605.2,15.822,5.96,17.512,1.826,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:58,0.12199999999999545,0.5269924524413192,0.7797115499999999,-16.72300754755868,-17.25,46.80198783509069,140.95481262563797,120.85866424491803,2.403347282558624,271.74388050390223,224.94189266881153,5.806246552206422,1.2650451322899134,3.008628645148288,0.04071755,56.260311,23.914813,2.9729474,0.6450475568436114,5.784481536843472,131.82470664866509,195.0,7.11,,-1.417956790805875,2.1844854137269696
0,0,0,0.00118824,0.00772047,0.0224567,0.0278191,0.04384,0.0953029,0.191498,0.236288,0.237598,0.239338,0.263452,0.292494,0.351727,0.39939,0.486689,0.537558,0.631433,0.736786,0.922323,1.25489,1.78839,2.24245,2.73733,3.25881,3.748,4.14385,4.30207,4.15486,3.61237,2.83215,1.99723,1.18394,0.509576,43.490817410000005,1.01836,10.8,0.0768,1.07288,17.42,15.801,2020,10,5,8,6,59,10/5/2020,8:06:59 AM,10/05/2020 8:06:59,6.5535,123.625,43.4908,56,2502,2677,3249,0,25841,4,0,0.916541,3.48593,8:06:59 AM,51.28902108,2.62883767,,RTK,08:06:59,34610.96,15.81888,4.28,17.188,1.85,,,,,,,,,0001_20201005_080301,2020-10-05 08:06:59,-0.21800000000000797,0.526734968139163,0.7784895199999999,-16.89326503186084,-17.42,33.64578689360117,123.71438998114213,117.83341951349757,2.6487189631151344,262.33740013907646,228.6916132454753,7.7970356576492605,1.4052947776338889,3.1426609209857683,0.031365409999999996,30.945439,10.135266,2.378747,0.614443648933386,4.755463161048857,113.99754210535737,165.0,,,-1.2187797159541787,2.363587445295957
0,0,0,0.00148943,0.00900112,0.0257665,0.0326476,0.0514732,0.108862,0.213294,0.260635,0.262056,0.264476,0.292536,0.326616,0.400158,0.464997,0.582074,0.663245,0.795001,0.945271,1.20912,1.69002,2.51264,3.31152,4.17849,4.97869,5.60468,6.07863,6.43346,6.74934,6.85345,6.34471,4.88814,2.77702,1.02951,70.33901884999999,0.995586,10.8,0.0768,1.07429,17.87,15.801,2020,10,5,8,7,0,10/5/2020,8:07:00 AM,10/05/2020 8:07:00,6.5535,140.178,70.339,57,2503,2681,3295,0,25912,4,0,0.894868,4.44318,8:07:00 AM,51.28900785,2.62882633,,RTK,08:07:00,34607.14286,15.82080952,3.514285714,17.05714286,1.795238095,,,,,,,,,0001_20201005_080301,2020-10-05 08:07:00,0.39199999999999857,0.5263593627676418,0.77724804,-17.343640637232358,-17.87,44.4477477535719,139.64904471947978,134.48589366084175,2.643353980531921,289.35726982295387,244.90952206938198,6.510054714745374,1.4023696341215937,3.0024711576068603,0.03625705,45.732181,21.89283,2.6777508,0.6150668739253773,5.224686029392713,131.44554200336788,230.0,,,-1.28689170169882,2.25742913568395
0,0,0,0.0,0.00601781,0.0202223,0.027483,0.0470796,0.107557,0.223387,0.272694,0.264552,0.261041,0.288236,0.327129,0.406786,0.473011,0.578561,0.621025,0.690191,0.760816,0.873869,1.08163,1.42318,1.71021,2.10369,2.65056,3.39566,4.44906,5.89294,7.73133,9.5729,10.3302,8.69308,4.83058,1.71469,71.82936771,1.00367,10.81,0.0768,1.07148,18.1,15.8,2020,10,5,8,7,1,10/5/2020,8:07:01 AM,10/05/2020 8:07:01,6.5535,181.61,71.8294,56,2557,2693,3347,0,25947,4,0,0.904502,4.01485,8:07:01 AM,51.28899652,2.62881283,,RTK,08:07:01,34608.74074,15.81996296,5.992592593,17.35185185,1.833333333,,,,,,,,,0001_20201005_080301,2020-10-05 08:07:01,1.1319999999999935,0.5259671530531681,0.7759993900000001,-17.57403284694683,-18.1,50.72193366625178,191.769085948843,145.6762689932176,2.2636531730466056,319.95493468618463,269.23300101993283,6.30801926423931,1.1786529317317869,2.9513991823825454,0.026240109999999997,33.962722,35.14145,2.6989556,0.6646531334494493,6.295145068495417,164.24995595404175,273.0,7.11,,-1.7276356120751428,2.290355463133036
0,0,0,0.00118174,0.00822326,0.0252769,0.0320664,0.0508501,0.110638,0.220292,0.264597,0.255925,0.251553,0.274604,0.309255,0.388768,0.469617,0.608602,0.703921,0.829009,0.969486,1.15626,1.44829,1.85298,2.10678,2.43915,2.96885,3.74955,4.74647,5.92741,7.24063,8.25537,7.47882,4.78556,1.99845,0.595358,62.5237934,1.0044,10.8,0.0768,1.07288,17.68,15.8,2020,10,5,8,7,2,10/5/2020,8:07:02 AM,10/05/2020 8:07:02,6.5535,152.123,62.5238,57,2540,2696,3257,0,25882,4,0,0.903977,4.03807,8:07:02 AM,51.28898698,2.628807,,RTK,08:07:02,34610.64,15.81916,6.12,17.8,1.952,,,,,,,,,0001_20201005_080301,2020-10-05 08:07:02,0.4679999999999942,0.525645794304486,0.77475949,-17.154354205695515,-17.68,39.83890755398708,160.9002353550222,137.00216120033926,2.5312456097984355,284.23629069623973,244.39738314225266,7.134640685391821,1.3398475006712842,3.0550540634515566,0.0346819,36.747388,23.113557999999998,2.6281655,0.6285399061249461,5.35301075003202,137.99327822466864,230.0,7.11,,-1.481275801045109,2.321461289251394
